node_id,node_type,symbol,codepoint,kangxi_radical,kangxi_radical_number,in_largest_component,degree,degree_centrality,betweenness_centrality,closeness_centrality,eigenvector_centrality,pagerank
rad:60:彳,radical,彳,,彳,60,1,267,0.009666558053654828,0.0034252582003549874,0.32988126806660456,0.010979934323985847,0.0015330595999107847
rad:176:面,radical,面,,面,176,1,37,0.0013395604793454254,0.00021909220811671835,0.2921630027717242,0.0005060962555974111,0.0002453420150923993
rad:194:鬼,radical,鬼,,鬼,194,1,85,0.003077368668766518,0.0007773420241094606,0.31461608566871724,0.001832810812946323,0.0005338790974857336
rad:187:馬,radical,馬,,馬,187,1,396,0.014336917562724013,0.00788955094667302,0.333966188598931,0.011468042349113602,0.0024010142674455556
rad:189:高,radical,高,,高,189,1,60,0.0021722602367763655,0.0003029591656682514,0.2964342449873342,0.0006582804102879306,0.00040052402962282614
rad:124:羽,radical,羽,,羽,124,1,277,0.010028601426450888,0.0035673691000698286,0.3310914496715101,0.009307382576366553,0.0015699125198356755
rad:121:缶,radical,缶,,缶,121,1,110,0.00398247710075667,0.0009046246981242222,0.3195080753389791,0.002379010392765286,0.0006519812910706259
rad:152:豕,radical,豕,,豕,152,1,202,0.007313276130480431,0.0018211668879641002,0.3283828775267539,0.006628825747556345,0.001127456565328517
rad:188:骨,radical,骨,,骨,188,1,103,0.0037290467397994276,0.0009781415440316458,0.320457182640984,0.00223203143333582,0.0006243611982365318
rad:73:曰,radical,曰,,曰,73,1,105,0.00380145541435864,0.0009753873129232289,0.31459458227963455,0.003043566943123901,0.0006298521462425698
rad:89:爻,radical,爻,,爻,89,1,89,0.0032221860178849424,0.0003423777210911294,0.30708757728061203,0.0053705901749840045,0.00048065674246220314
rad:165:釆,radical,釆,,釆,165,1,76,0.002751529633250063,0.00027393381337100853,0.3098021179215651,0.0009852451299047942,0.0004457947171698457
rad:162:辵,radical,辵,,辵,162,1,494,0.017884942616125412,0.00965210734855854,0.33541828604741547,0.01598658539325054,0.0028802597655010016
rad:122:网,radical,网,,网,122,1,405,0.014662756598240468,0.006799741043139974,0.3348245677844863,0.008257133228576342,0.0023573583877574355
rad:201:黃,radical,黃,,黃,201,1,73,0.002642916621411245,0.0004936255494708749,0.3083149128095206,0.0009721752682672662,0.00047041001185647017
rad:105:癶,radical,癶,,癶,105,1,90,0.0032583903551645483,0.0006004371414942957,0.3096631682813061,0.0022267925356266433,0.00053147573909331
rad:110:矛,radical,矛,,矛,110,1,114,0.004127294449875095,0.0005942589126805201,0.31723987410113264,0.00371790227990971,0.000646615286035542
rad:71:无,radical,无,,无,71,1,67,0.002425690597733608,0.0003749279902189255,0.30063573621301515,0.001175610346871051,0.00042729491472563095
rad:205:黽,radical,黽,,黽,205,1,36,0.0013033561420658195,0.0002958047353482047,0.2850404590867806,0.0009427496315363912,0.00024053211792166894
rad:173:雨,radical,雨,,雨,173,1,293,0.010607870822924586,0.004850887589766372,0.3332729949557116,0.0063021461025428984,0.0017004940064758685
rad:131:臣,radical,臣,,臣,131,1,130,0.004706563846348792,0.0008125749682011961,0.3159333745166678,0.0031443349107985936,0.0007306385825508523
