node_id,node_type,symbol,codepoint,kangxi_radical,kangxi_radical_number,in_largest_component,degree,degree_centrality,betweenness_centrality,closeness_centrality,eigenvector_centrality,pagerank
rad:104:疒,radical,疒,,疒,104,1,343,0.01241808768690489,0.006443786354583,0.3339985003507244,0.009692206104649732,0.0020420126974875054
rad:179:韭,radical,韭,,韭,179,1,50,0.0018102168639803047,0.0003458454480370323,0.285908027413711,0.0012340334097926677,0.00030414712358192676
rad:196:鳥,radical,鳥,,鳥,196,1,539,0.019514137793707684,0.012238717642739483,0.3364398313963404,0.015932418077818228,0.0032374304998325112
rad:91:片,radical,片,,片,91,1,37,0.0013395604793454254,0.00032993048708065086,0.29771889351242964,0.00079078852156158,0.00023735929898124208
rad:208:鼠,radical,鼠,,鼠,208,1,38,0.0013757648166250315,0.00013838841310645237,0.2877790050642936,0.0006650510742414507,0.00023329029580714374
rad:139:色,radical,色,,色,139,1,28,0.0010137214438289705,9.612117159790004e-05,0.27151087341224583,0.0006481567256073644,0.00017359212649539042
rad:186:香,radical,香,,香,186,1,33,0.0011947431302270011,0.0002788091731568011,0.29246002329768084,0.0007862440892188317,0.00021011510096803613
rad:183:飛,radical,飛,,飛,183,1,9,0.00032583903551645487,0.00021964830403039886,0.2190226184056086,3.7788518451325157e-05,8.425641611893202e-05
rad:206:鼎,radical,鼎,,鼎,206,1,12,0.0004344520473552731,7.657452787145537e-06,0.2558124455806888,0.0001683933978064965,8.448645462857885e-05
rad:213:龜,radical,龜,,龜,213,1,10,0.00036204337279606094,0.00010150525465159191,0.22478064820693136,5.894114378420927e-05,8.08906759399725e-05
rad:127:耒,radical,耒,,耒,127,1,64,0.00231707758589479,0.00039849402550464673,0.304588066615198,0.0021406127548036858,0.0003860184093258958
rad:174:靑,radical,靑,,靑,174,1,1,3.6204337279606094e-05,0.0,0.20498337390891277,8.783532096523605e-06,1.5456578108118237e-05
rad:202:黍,radical,黍,,黍,202,1,16,0.0005792693964736975,2.384242553558475e-05,0.26806895614528936,0.000326193402950344,0.00010157427863492241
rad:214:龠,radical,龠,,龠,214,1,21,0.000760291082871728,3.6607836665123024e-05,0.25090852927281315,0.00012858065741738864,0.00014366704391204663
rad:192:鬯,radical,鬯,,鬯,192,1,5,0.00018102168639803047,1.4021311522727893e-07,0.2229046942597017,0.00011770649440808044,3.0687199407521656e-05
rad:207:鼓,radical,鼓,,鼓,207,1,20,0.0007240867455921219,0.00013162203650911647,0.2748944895684026,0.00042053190741912414,0.00013348581722019036
rad:146:襾,radical,襾,,襾,146,1,2,7.240867455921219e-05,7.241916211029443e-05,0.2058420166062937,9.324677736884332e-06,2.7877382503626406e-05
rad:190:髟,radical,髟,,髟,190,1,112,0.004054885775315882,0.0011115860869865405,0.3162445034811286,0.0032103076641580436,0.0006701595356989907
rad:191:鬥,radical,鬥,,鬥,191,1,11,0.000398247710075667,0.00014956970262391636,0.24154247131262244,0.0001724877799379229,8.048449279016913e-05
rad:204:黹,radical,黹,,黹,204,1,3,0.00010861301183881828,1.6493251748786444e-07,0.21934269466594655,5.702238906708443e-05,2.3121976071755414e-05
